group_id	review_text	rating	category
159985130X	Perfect for viewing coins and other small objects . Would be even better if it came with a felt protective case for the lens . Great product for the money .	5.0	health_and_personal_care
159985130X	This magnifying glass is a greater power than I expected . The light is bright . Perfect for reading the small print on prescription bottles , packaged foods , etc . Only one problem - there is no carrying case .	5.0	health_and_personal_care
159985130X	My dad loved this to take to the store . He was having a hard time reading items he wanted to purchase at the grocery store . The light helps him see the labels on the products better . He was very thankful .	5.0	health_and_personal_care
159985130X	This product is a must-have if you cannot read small print . Now I can easily read instructions on medicine containers as well as all small print on ingredients , etc . Great for menus in restaurants and fits in a purse or jacket pocket . Also pick your favorite color : )	4.0	health_and_personal_care
159985130X	The light comes on when the item is pulled . This is much easier to use than the plastic bookmark magnifier and the bar magnifier I previously purchased . I was glad to have it lit when I needed to see the serial number on the back of an ipod .	5.0	health_and_personal_care
159985130X	I purchased this magnifier for my Mother . She has limited vision and this product has worked beautifully for her . I also use it occasionally and have been very satisfied with it .	5.0	health_and_personal_care
159985130X	They are getting very hard to find and the replacement batteries cost double the original cost of the magnifier . I couldn 't find any other product that did the job for me .	5.0	health_and_personal_care
159985130X	Upon receiving one of these I discovered the light flickers and it is extremely dim ! The light is unusable and this one is going back to Amazon for replacement . It appears behaving in a similar fashion as another customer ( S. Gaston " flower lady " ) experienced and reported !	2.0	health_and_personal_care
159985130X	As I get older , it gets harder to see small prints in low light situation , like in some restaurant with dim lights . This magnifier is small enough to carry around , has a bright light and good magnification . It really comes in handy .	4.0	health_and_personal_care
159985130X	I use this magnifier in restaurants to read the menu and the bill . It is portable and bright enough for dim rooms . I would have liked the shape to be longer to be able to read whole lines more easily .	4.0	health_and_personal_care
159985130X	We bought one for road trips and trying to interpret maps without having to strain our eyes . Really nice design , good tactile feel . I couldn 't figure out where the batteries were , sent Lightwedge Customer Service an email and received a response within 24 hours . If you need one I 'd recommend this one .	5.0	health_and_personal_care
159985130X	The screen of the magnifier is small . If you 're looking to read text this is not going to work . Though I have not attempted to replace the battery , battery container seems to be contained by a very small screw-A Phillips screwdriver-of which would have to be incredibly small . I dread having to replace his battery .	3.0	health_and_personal_care
159985130X	Love it . Small , neat , light is cover the blind area pretty good . Bought 3 different types of magnifying glass- this one is the best .	5.0	health_and_personal_care
159985130X	So far , this is the best one that I have found . Slides smoothly , lightweight , use with or w / o light . For pocket , or desk drawer .	5.0	health_and_personal_care
159985130X	The magnifying light is wonderful . I bought one for myself and my husband saw it and wanted one . I had tried a few other lights that would fit in my purse , but this was the right size with the right amount of light . Highly recommended .	5.0	health_and_personal_care
159985130X	I have been told for 20 years that I will probably need glasses soon , but think I have avoided it by using a magnifier if I need to . This one is my favorite.-Jacqueline Marcell , Author ' Elder Rage , or Take My Father ... Please ! How to Survive Caring for Aging Parents ' , International Speaker on Eldercare & Alzheimer 's	5.0	health_and_personal_care
159985130X	Great magnifier in all aspects and loved it except it does not magnify 3X . I compared it to a large 3X magnifier glass I have and this product looks more like a 2x . I kept it to use at my desk but bought a Carson through Amazon for traveling . It is a 3X glass in my test and works great .	2.0	health_and_personal_care
159985130X	Very useful device . I have limited reading vision and this product is easy and handy to use . It helps a lot .	5.0	health_and_personal_care
159985130X	This is exactly what I needed to read the serial numbers and series on dollar bills for myWhere 's George hobby . The light is perfect .	5.0	health_and_personal_care
159985130X	This pocket magnifier is nice and compact . The slide out feature makes it so it will fit into a small area when storing . Light is nice and bright	4.0	health_and_personal_care
159985130X	This is a nice , slim magnifier that looks good . It fits great in a purse ( or pocket ) and really does a nice job lighting up menus !	5.0	health_and_personal_care
159985130X	A well-made , pocket size magnifier ; very handy to use . The viewing area is somewhat limited , requiring the user to scan what one is reading . Still baffled at how to open it to replace batteries . There are no markings indicating where to open it . Perhaps batteries cannot be replaced , making it a throw-away item . No instructions were included .	4.0	health_and_personal_care
159985130X	I 've been doing more and more tiny component electronics projects . The integrated LED light works great for reading the text on a small surface mount IC , or checking out the quality of a solder joint and reading that tough to see color on a resistor . I 've gone through three other magnifying glasses before this and one am finally happy .	5.0	health_and_personal_care
159985130X	Could be better if the lens were larger . The led iluminator is good for the original proposal . Recomended for who needs to read small letters on small papers . To read a book , for example , could be a little bit hard because you need to move foward many times .	4.0	health_and_personal_care
159985130X	Love this item . Just what I wanted got here fast . Carry it in my purse so I really do use it all the time .	5.0	health_and_personal_care
159985130X	This magnifier is just small enough to take it anywhere . I always travel with it great for using in the car to read directions or maps and then a great emergency light when you need to find something in the middle of the nigh	5.0	health_and_personal_care
159985130X	I bought this for a gift , opened it up and love it ! It is small enough to carry in a purse but big enough to see what you need . The light is great . The only downfall is that there is not a carry case for it . I will probably buy another for myself .	5.0	health_and_personal_care
159985130X	I bought it for a lady who has Macular . This is easy to carry with her and to be able to read when she needs it .	4.0	health_and_personal_care
159985130X	I gave these little lighted magnifiers to my friends for Christmas , and kept two for myself ; one for my purse and one for my desk . They are very study . The first one I bought has been bouncing around inside my purse for several months and is still like new . Great invention !	5.0	health_and_personal_care
159985130X	Most of the purses I own have black lining . Good luck finding anything black in black purse ! I chose this color because I can actually find it ! ! ! It works wonderfully in a dimly lit restaurant , when the print is really small , when I need a light & a magnifier to find the splinter . WONDERFUL .	5.0	health_and_personal_care
159985130X	I find myself using this a lot at my desk . It is just perfect for what I need . I 'm going to order a few more for Christmas presents .	5.0	health_and_personal_care
159985130X	Very nice . Very handy . As advertised . I found this item very , very useful . Ideal for an item that fits in your purse , brief case	5.0	health_and_personal_care
159985130X	I originally purchased one for my mother at Christmas time . She has poor vision and thought this would make a nice small addition to her other presents . As it turned out , it was the gift she enjoyed the most so I bought 3 more for Mother 's Day . Light is very bright and has made her life much easier .	5.0	health_and_personal_care
159985130X	This is my second time buying this . I love the shape , the weight , the light & the magnifying glass . Everything is perfect ! My husband love it so much too , he carries it in his pocket all the time ! ! !	5.0	health_and_personal_care
159985130X	Manification is great and the light is very helpful . With the color , very easy to find in the draw . Recommend to those of us who need a little more help seeing .	5.0	health_and_personal_care
159985130X	I read a lot of the reviews for this lighted magnifier and the only complaint I saw was it did not come with a pouch or cover . However , the plastic case it came in works fine for this product . The light is very bright and the magnifier is very clear . I love it .	5.0	health_and_personal_care
159985130X	Just ok at best . The magnifying glass is distorted and the item is just ok . Definitely not worth the price , you can easily find the same item for 10 bucks . I bought it as a small gift to replace an item from Brookstone that was bought years ago and I was disappointed . Pass .	3.0	health_and_personal_care
159985130X	Great magnification and light , good size and easy to tuck in the purse . Really a good buy for the money .	5.0	health_and_personal_care
159985130X	Product works well and is light weight . The only problem is the screw on the battery compartment . It is too small and I lost it when I tried to change the battery . It would be nice if they used a latch instead of a screw .	4.0	health_and_personal_care
159985130X	It 's compact so it fits anywhere in purse or drawer , and the light is bright even in a well-lit room .	5.0	health_and_personal_care
159985130X	I use mine daily . A very handy gadget for reading small fine print.I take mine everywhere because my eye sight isn 't what it used to be .	4.0	health_and_personal_care
159985130X	This magnifier has a rectangular lens and built in light , which is what I wanted.The lens has a slight distortion close to the edges but is acceptable.I was looking for a magnifier with multiple lights , but the single LED in this unit works very well .	4.0	health_and_personal_care
159985130X	I purchased this item for my parents , it is all I expected and more ! Great buy and they love it !	5.0	health_and_personal_care
159985130X	This is a very useful lighted magnifierI use it a lotBatteries are not readily available and must be ordered from a battery storeBut the batteries last a long time	5.0	health_and_personal_care
159985130X	I like to carry this with me when I go shopping as it is very light and a nice size to slip in a small handbag or pocket . The light really helps the magnification to make many things very easy to read such as instructions , ingredients , etc .	4.0	health_and_personal_care
159985130X	This magnifier enlarges the target consistently , which is what my dad was looking for . The price is also acceptable and the light makes it very handy in dark places . Highly recommended .	5.0	health_and_personal_care
159985130X	I carry this around in my bag ( just in case ) . I will have to make a little sleeve for it so that I can cut down on the lint & scratches that it collects , though . It works very well and is the perfect size--not too big to be gauche , not too small to be ineffective .	5.0	health_and_personal_care
159985130X	This magnifier is good , but the lens window could be a little bigger . The light is bright as well and the battery can be replaced .	5.0	health_and_personal_care
159985130X	The viewing area is really , really small , 1.5 inches to be exact . I have to close one eye to focus .	2.0	health_and_personal_care
159985130X	Good quality lense with bright light . Light only comes on when unit is extended so you don 't waste battery power . Product is big enough to help you read but small enough for storage in pocket or purse.Highly recommend .	4.0	health_and_personal_care
159985130X	Love this product . I have had other magnifiers that don 't come close to the quality of this one . I am going to buy more so I can keep one in the car for maps , etc . You can 't go wrong purchasing this product .	5.0	health_and_personal_care
159985130X	Problem solved with this baby ! It 's cute and makes menus easy to read even in the most dimly lit venues . It has a nice weight to it and there 's been no issue with paint chipping or peeling , even though it gets constantly jostled around in my bag ( which contains everything but the kitchen sink ) .	5.0	health_and_personal_care
159985130X	I purchased 2 of these on January 11 , 2011 , one for me and one for my wife . We are both pleased with the magnifier . The lense is crystal clear and provides ample magnification . The LED provides bright and welcome light . I highly recommend this product .	5.0	health_and_personal_care
159985130X	This magnifier is the best of more than a dozen small magnifiers that I have purchased over the past several years . Images seen through this magnifier do not appear distorted , and the availability of the light on the magnifier has been enormously useful when needed .	5.0	health_and_personal_care
159985130X	I refurbish vintage electronics for a hobby , and this is a perfect tool to facilitate checking your work , and seeing fine detail . The LED lamp is particularly handy in seeing into the shadows inside a component .	5.0	health_and_personal_care
